trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
1_PSCO_0_1,5:00:00,5:00:00,79,1,0
1_PSCO_0_1,5:00:56,5:00:56,22,2,312
1_PSCO_0_1,5:02:13,5:02:13,19,3,741
1_PSCO_0_1,5:02:57,5:02:57,83,4,986
1_PSCO_0_1,5:03:03,5:03:03,98,5,1022
1_PSCO_0_1,5:03:47,5:03:47,119,6,1269
1_PSCO_0_1,5:04:29,5:04:29,123,7,1505
1_PSCO_0_1,5:05:02,5:05:02,144,8,1687
1_PSCO_0_1,5:05:46,5:05:46,6,9,1933
1_PSCO_0_1,5:06:43,5:06:43,99,10,2248
1_PSCO_0_1,5:11:03,5:11:03,132,11,3692
1_PSCO_0_1,5:11:44,5:11:44,143,12,3922
1_PSCO_0_1,5:12:52,5:12:52,42,13,4299
1_PSCO_0_1,5:14:36,5:14:36,102,14,4874
1_PSCO_0_1,5:14:45,5:14:45,114,15,4926
1_PSCO_0_1,5:18:34,5:18:34,133,16,6198
1_PSCO_0_1,5:19:22,5:19:22,113,17,6467
1_PSCO_0_1,5:20:00,5:20:00,125,18,6679
1_PSCO_0_1,5:22:33,5:22:33,69,19,7528
1_PSCO_1_1,5:00:00,5:00:00,69,1,0
1_PSCO_1_1,5:02:33,5:02:33,125,2,849
1_PSCO_1_1,5:03:11,5:03:11,113,3,1061
1_PSCO_1_1,5:03:59,5:03:59,133,4,1330
1_PSCO_1_1,5:07:48,5:07:48,114,5,2602
1_PSCO_1_1,5:07:57,5:07:57,102,6,2654
1_PSCO_1_1,5:09:41,5:09:41,42,7,3229
1_PSCO_1_1,5:10:49,5:10:49,143,8,3606
1_PSCO_1_1,5:11:30,5:11:30,132,9,3836
1_PSCO_1_1,5:15:50,5:15:50,99,10,5280
1_PSCO_1_1,5:16:47,5:16:47,6,11,5595
1_PSCO_1_1,5:17:31,5:17:31,144,12,5841
1_PSCO_1_1,5:18:04,5:18:04,123,13,6023
1_PSCO_1_1,5:18:46,5:18:46,119,14,6259
1_PSCO_1_1,5:19:30,5:19:30,98,15,6506
1_PSCO_1_1,5:19:37,5:19:37,83,16,6543
1_PSCO_1_1,5:20:21,5:20:21,19,17,6787
1_PSCO_1_1,5:21:38,5:21:38,22,18,7216
1_PSCO_1_1,5:22:34,5:22:34,79,19,7528
1_PSCO_0_2,5:25:00,5:25:00,79,1,0
1_PSCO_0_2,5:25:56,5:25:56,22,2,312
1_PSCO_0_2,5:27:13,5:27:13,19,3,741
1_PSCO_0_2,5:27:57,5:27:57,83,4,986
1_PSCO_0_2,5:28:03,5:28:03,98,5,1022
1_PSCO_0_2,5:28:47,5:28:47,119,6,1269
1_PSCO_0_2,5:29:29,5:29:29,123,7,1505
1_PSCO_0_2,5:30:02,5:30:02,144,8,1687
1_PSCO_0_2,5:30:46,5:30:46,6,9,1933
1_PSCO_0_2,5:31:43,5:31:43,99,10,2248
1_PSCO_0_2,5:36:03,5:36:03,132,11,3692
1_PSCO_0_2,5:36:44,5:36:44,143,12,3922
1_PSCO_0_2,5:37:52,5:37:52,42,13,4299
1_PSCO_0_2,5:39:36,5:39:36,102,14,4874
1_PSCO_0_2,5:39:45,5:39:45,114,15,4926
1_PSCO_0_2,5:43:34,5:43:34,133,16,6198
1_PSCO_0_2,5:44:22,5:44:22,113,17,6467
1_PSCO_0_2,5:45:00,5:45:00,125,18,6679
1_PSCO_0_2,5:47:33,5:47:33,69,19,7528
1_PSCO_1_2,5:25:00,5:25:00,69,1,0
1_PSCO_1_2,5:27:33,5:27:33,125,2,849
1_PSCO_1_2,5:28:11,5:28:11,113,3,1061
1_PSCO_1_2,5:28:59,5:28:59,133,4,1330
1_PSCO_1_2,5:32:48,5:32:48,114,5,2602
1_PSCO_1_2,5:32:57,5:32:57,102,6,2654
1_PSCO_1_2,5:34:41,5:34:41,42,7,3229
1_PSCO_1_2,5:35:49,5:35:49,143,8,3606
1_PSCO_1_2,5:36:30,5:36:30,132,9,3836
1_PSCO_1_2,5:40:50,5:40:50,99,10,5280
1_PSCO_1_2,5:41:47,5:41:47,6,11,5595
1_PSCO_1_2,5:42:31,5:42:31,144,12,5841
1_PSCO_1_2,5:43:04,5:43:04,123,13,6023
1_PSCO_1_2,5:43:46,5:43:46,119,14,6259
1_PSCO_1_2,5:44:30,5:44:30,98,15,6506
1_PSCO_1_2,5:44:37,5:44:37,83,16,6543
1_PSCO_1_2,5:45:21,5:45:21,19,17,6787
1_PSCO_1_2,5:46:38,5:46:38,22,18,7216
1_PSCO_1_2,5:47:34,5:47:34,79,19,7528
1_PSCO_0_3,5:50:00,5:50:00,79,1,0
1_PSCO_0_3,5:50:56,5:50:56,22,2,312
1_PSCO_0_3,5:52:13,5:52:13,19,3,741
1_PSCO_0_3,5:52:57,5:52:57,83,4,986
1_PSCO_0_3,5:53:03,5:53:03,98,5,1022
1_PSCO_0_3,5:53:47,5:53:47,119,6,1269
1_PSCO_0_3,5:54:29,5:54:29,123,7,1505
1_PSCO_0_3,5:55:02,5:55:02,144,8,1687
1_PSCO_0_3,5:55:46,5:55:46,6,9,1933
1_PSCO_0_3,5:56:43,5:56:43,99,10,2248
1_PSCO_0_3,6:01:03,6:01:03,132,11,3692
1_PSCO_0_3,6:01:44,6:01:44,143,12,3922
1_PSCO_0_3,6:02:52,6:02:52,42,13,4299
1_PSCO_0_3,6:04:36,6:04:36,102,14,4874
1_PSCO_0_3,6:04:45,6:04:45,114,15,4926
1_PSCO_0_3,6:08:34,6:08:34,133,16,6198
1_PSCO_0_3,6:09:22,6:09:22,113,17,6467
1_PSCO_0_3,6:10:00,6:10:00,125,18,6679
1_PSCO_0_3,6:12:33,6:12:33,69,19,7528
1_PSCO_1_3,5:50:00,5:50:00,69,1,0
1_PSCO_1_3,5:52:33,5:52:33,125,2,849
1_PSCO_1_3,5:53:11,5:53:11,113,3,1061
1_PSCO_1_3,5:53:59,5:53:59,133,4,1330
1_PSCO_1_3,5:57:48,5:57:48,114,5,2602
1_PSCO_1_3,5:57:57,5:57:57,102,6,2654
1_PSCO_1_3,5:59:41,5:59:41,42,7,3229
1_PSCO_1_3,6:00:49,6:00:49,143,8,3606
1_PSCO_1_3,6:01:30,6:01:30,132,9,3836
1_PSCO_1_3,6:05:50,6:05:50,99,10,5280
1_PSCO_1_3,6:06:47,6:06:47,6,11,5595
1_PSCO_1_3,6:07:31,6:07:31,144,12,5841
1_PSCO_1_3,6:08:04,6:08:04,123,13,6023
1_PSCO_1_3,6:08:46,6:08:46,119,14,6259
1_PSCO_1_3,6:09:30,6:09:30,98,15,6506
1_PSCO_1_3,6:09:37,6:09:37,83,16,6543
1_PSCO_1_3,6:10:21,6:10:21,19,17,6787
1_PSCO_1_3,6:11:38,6:11:38,22,18,7216
1_PSCO_1_3,6:12:34,6:12:34,79,19,7528
1_PSCO_0_4,6:00:00,6:00:00,79,1,0
1_PSCO_0_4,6:00:56,6:00:56,22,2,312
1_PSCO_0_4,6:02:13,6:02:13,19,3,741
1_PSCO_0_4,6:02:57,6:02:57,83,4,986
1_PSCO_0_4,6:03:03,6:03:03,98,5,1022
1_PSCO_0_4,6:03:47,6:03:47,119,6,1269
1_PSCO_0_4,6:04:29,6:04:29,123,7,1505
1_PSCO_0_4,6:05:02,6:05:02,144,8,1687
1_PSCO_0_4,6:05:46,6:05:46,6,9,1933
1_PSCO_0_4,6:06:43,6:06:43,99,10,2248
1_PSCO_0_4,6:11:03,6:11:03,132,11,3692
1_PSCO_0_4,6:11:44,6:11:44,143,12,3922
1_PSCO_0_4,6:12:52,6:12:52,42,13,4299
1_PSCO_0_4,6:14:36,6:14:36,102,14,4874
1_PSCO_0_4,6:14:45,6:14:45,114,15,4926
1_PSCO_0_4,6:18:34,6:18:34,133,16,6198
1_PSCO_0_4,6:19:22,6:19:22,113,17,6467
1_PSCO_0_4,6:20:00,6:20:00,125,18,6679
1_PSCO_0_4,6:22:33,6:22:33,69,19,7528
1_PSCO_1_4,6:00:00,6:00:00,69,1,0
1_PSCO_1_4,6:02:33,6:02:33,125,2,849
1_PSCO_1_4,6:03:11,6:03:11,113,3,1061
1_PSCO_1_4,6:03:59,6:03:59,133,4,1330
1_PSCO_1_4,6:07:48,6:07:48,114,5,2602
1_PSCO_1_4,6:07:57,6:07:57,102,6,2654
1_PSCO_1_4,6:09:41,6:09:41,42,7,3229
1_PSCO_1_4,6:10:49,6:10:49,143,8,3606
1_PSCO_1_4,6:11:30,6:11:30,132,9,3836
1_PSCO_1_4,6:15:50,6:15:50,99,10,5280
1_PSCO_1_4,6:16:47,6:16:47,6,11,5595
1_PSCO_1_4,6:17:31,6:17:31,144,12,5841
1_PSCO_1_4,6:18:04,6:18:04,123,13,6023
1_PSCO_1_4,6:18:46,6:18:46,119,14,6259
1_PSCO_1_4,6:19:30,6:19:30,98,15,6506
1_PSCO_1_4,6:19:37,6:19:37,83,16,6543
1_PSCO_1_4,6:20:21,6:20:21,19,17,6787
1_PSCO_1_4,6:21:38,6:21:38,22,18,7216
1_PSCO_1_4,6:22:34,6:22:34,79,19,7528
1_PSCO_0_5,6:10:00,6:10:00,79,1,0
1_PSCO_0_5,6:10:56,6:10:56,22,2,312
1_PSCO_0_5,6:12:13,6:12:13,19,3,741
1_PSCO_0_5,6:12:57,6:12:57,83,4,986
1_PSCO_0_5,6:13:03,6:13:03,98,5,1022
1_PSCO_0_5,6:13:47,6:13:47,119,6,1269
1_PSCO_0_5,6:14:29,6:14:29,123,7,1505
1_PSCO_0_5,6:15:02,6:15:02,144,8,1687
1_PSCO_0_5,6:15:46,6:15:46,6,9,1933
1_PSCO_0_5,6:16:43,6:16:43,99,10,2248
1_PSCO_0_5,6:21:03,6:21:03,132,11,3692
1_PSCO_0_5,6:21:44,6:21:44,143,12,3922
1_PSCO_0_5,6:22:52,6:22:52,42,13,4299
1_PSCO_0_5,6:24:36,6:24:36,102,14,4874
1_PSCO_0_5,6:24:45,6:24:45,114,15,4926
1_PSCO_0_5,6:28:34,6:28:34,133,16,6198
1_PSCO_0_5,6:29:22,6:29:22,113,17,6467
1_PSCO_0_5,6:30:00,6:30:00,125,18,6679
1_PSCO_0_5,6:32:33,6:32:33,69,19,7528
1_PSCO_1_5,6:10:00,6:10:00,69,1,0
1_PSCO_1_5,6:12:33,6:12:33,125,2,849
1_PSCO_1_5,6:13:11,6:13:11,113,3,1061
1_PSCO_1_5,6:13:59,6:13:59,133,4,1330
1_PSCO_1_5,6:17:48,6:17:48,114,5,2602
1_PSCO_1_5,6:17:57,6:17:57,102,6,2654
1_PSCO_1_5,6:19:41,6:19:41,42,7,3229
1_PSCO_1_5,6:20:49,6:20:49,143,8,3606
1_PSCO_1_5,6:21:30,6:21:30,132,9,3836
1_PSCO_1_5,6:25:50,6:25:50,99,10,5280
1_PSCO_1_5,6:26:47,6:26:47,6,11,5595
1_PSCO_1_5,6:27:31,6:27:31,144,12,5841
1_PSCO_1_5,6:28:04,6:28:04,123,13,6023
1_PSCO_1_5,6:28:46,6:28:46,119,14,6259
1_PSCO_1_5,6:29:30,6:29:30,98,15,6506
1_PSCO_1_5,6:29:37,6:29:37,83,16,6543
1_PSCO_1_5,6:30:21,6:30:21,19,17,6787
1_PSCO_1_5,6:31:38,6:31:38,22,18,7216
1_PSCO_1_5,6:32:34,6:32:34,79,19,7528
1_PSCO_0_6,6:20:00,6:20:00,79,1,0
1_PSCO_0_6,6:20:56,6:20:56,22,2,312
1_PSCO_0_6,6:22:13,6:22:13,19,3,741
1_PSCO_0_6,6:22:57,6:22:57,83,4,986
1_PSCO_0_6,6:23:03,6:23:03,98,5,1022
1_PSCO_0_6,6:23:47,6:23:47,119,6,1269
1_PSCO_0_6,6:24:29,6:24:29,123,7,1505
1_PSCO_0_6,6:25:02,6:25:02,144,8,1687
1_PSCO_0_6,6:25:46,6:25:46,6,9,1933
1_PSCO_0_6,6:26:43,6:26:43,99,10,2248
1_PSCO_0_6,6:31:03,6:31:03,132,11,3692
1_PSCO_0_6,6:31:44,6:31:44,143,12,3922
1_PSCO_0_6,6:32:52,6:32:52,42,13,4299
1_PSCO_0_6,6:34:36,6:34:36,102,14,4874
1_PSCO_0_6,6:34:45,6:34:45,114,15,4926
1_PSCO_0_6,6:38:34,6:38:34,133,16,6198
1_PSCO_0_6,6:39:22,6:39:22,113,17,6467
1_PSCO_0_6,6:40:00,6:40:00,125,18,6679
1_PSCO_0_6,6:42:33,6:42:33,69,19,7528
1_PSCO_1_6,6:20:00,6:20:00,69,1,0
1_PSCO_1_6,6:22:33,6:22:33,125,2,849
1_PSCO_1_6,6:23:11,6:23:11,113,3,1061
1_PSCO_1_6,6:23:59,6:23:59,133,4,1330
1_PSCO_1_6,6:27:48,6:27:48,114,5,2602
1_PSCO_1_6,6:27:57,6:27:57,102,6,2654
1_PSCO_1_6,6:29:41,6:29:41,42,7,3229
1_PSCO_1_6,6:30:49,6:30:49,143,8,3606
1_PSCO_1_6,6:31:30,6:31:30,132,9,3836
1_PSCO_1_6,6:35:50,6:35:50,99,10,5280
1_PSCO_1_6,6:36:47,6:36:47,6,11,5595
1_PSCO_1_6,6:37:31,6:37:31,144,12,5841
1_PSCO_1_6,6:38:04,6:38:04,123,13,6023
1_PSCO_1_6,6:38:46,6:38:46,119,14,6259
1_PSCO_1_6,6:39:30,6:39:30,98,15,6506
1_PSCO_1_6,6:39:37,6:39:37,83,16,6543
1_PSCO_1_6,6:40:21,6:40:21,19,17,6787
1_PSCO_1_6,6:41:38,6:41:38,22,18,7216
1_PSCO_1_6,6:42:34,6:42:34,79,19,7528
1_PSCO_0_7,6:30:00,6:30:00,79,1,0
1_PSCO_0_7,6:30:56,6:30:56,22,2,312
1_PSCO_0_7,6:32:13,6:32:13,19,3,741
1_PSCO_0_7,6:32:57,6:32:57,83,4,986
1_PSCO_0_7,6:33:03,6:33:03,98,5,1022
1_PSCO_0_7,6:33:47,6:33:47,119,6,1269
1_PSCO_0_7,6:34:29,6:34:29,123,7,1505
1_PSCO_0_7,6:35:02,6:35:02,144,8,1687
1_PSCO_0_7,6:35:46,6:35:46,6,9,1933
1_PSCO_0_7,6:36:43,6:36:43,99,10,2248
1_PSCO_0_7,6:41:03,6:41:03,132,11,3692
1_PSCO_0_7,6:41:44,6:41:44,143,12,3922
1_PSCO_0_7,6:42:52,6:42:52,42,13,4299
1_PSCO_0_7,6:44:36,6:44:36,102,14,4874
1_PSCO_0_7,6:44:45,6:44:45,114,15,4926
1_PSCO_0_7,6:48:34,6:48:34,133,16,6198
1_PSCO_0_7,6:49:22,6:49:22,113,17,6467
1_PSCO_0_7,6:50:00,6:50:00,125,18,6679
1_PSCO_0_7,6:52:33,6:52:33,69,19,7528
1_PSCO_1_7,6:30:00,6:30:00,69,1,0
1_PSCO_1_7,6:32:33,6:32:33,125,2,849
1_PSCO_1_7,6:33:11,6:33:11,113,3,1061
1_PSCO_1_7,6:33:59,6:33:59,133,4,1330
1_PSCO_1_7,6:37:48,6:37:48,114,5,2602
1_PSCO_1_7,6:37:57,6:37:57,102,6,2654
1_PSCO_1_7,6:39:41,6:39:41,42,7,3229
1_PSCO_1_7,6:40:49,6:40:49,143,8,3606
1_PSCO_1_7,6:41:30,6:41:30,132,9,3836
1_PSCO_1_7,6:45:50,6:45:50,99,10,5280
1_PSCO_1_7,6:46:47,6:46:47,6,11,5595
1_PSCO_1_7,6:47:31,6:47:31,144,12,5841
1_PSCO_1_7,6:48:04,6:48:04,123,13,6023
1_PSCO_1_7,6:48:46,6:48:46,119,14,6259
1_PSCO_1_7,6:49:30,6:49:30,98,15,6506
1_PSCO_1_7,6:49:37,6:49:37,83,16,6543
1_PSCO_1_7,6:50:21,6:50:21,19,17,6787
1_PSCO_1_7,6:51:38,6:51:38,22,18,7216
1_PSCO_1_7,6:52:34,6:52:34,79,19,7528
1_PSCO_0_8,6:40:00,6:40:00,79,1,0
1_PSCO_0_8,6:40:56,6:40:56,22,2,312
1_PSCO_0_8,6:42:13,6:42:13,19,3,741
1_PSCO_0_8,6:42:57,6:42:57,83,4,986
1_PSCO_0_8,6:43:03,6:43:03,98,5,1022
1_PSCO_0_8,6:43:47,6:43:47,119,6,1269
1_PSCO_0_8,6:44:29,6:44:29,123,7,1505
1_PSCO_0_8,6:45:02,6:45:02,144,8,1687
1_PSCO_0_8,6:45:46,6:45:46,6,9,1933
1_PSCO_0_8,6:46:43,6:46:43,99,10,2248
1_PSCO_0_8,6:51:03,6:51:03,132,11,3692
1_PSCO_0_8,6:51:44,6:51:44,143,12,3922
1_PSCO_0_8,6:52:52,6:52:52,42,13,4299
1_PSCO_0_8,6:54:36,6:54:36,102,14,4874
1_PSCO_0_8,6:54:45,6:54:45,114,15,4926
1_PSCO_0_8,6:58:34,6:58:34,133,16,6198
1_PSCO_0_8,6:59:22,6:59:22,113,17,6467
1_PSCO_0_8,7:00:00,7:00:00,125,18,6679
1_PSCO_0_8,7:02:33,7:02:33,69,19,7528
1_PSCO_1_8,6:40:00,6:40:00,69,1,0
1_PSCO_1_8,6:42:33,6:42:33,125,2,849
1_PSCO_1_8,6:43:11,6:43:11,113,3,1061
1_PSCO_1_8,6:43:59,6:43:59,133,4,1330
1_PSCO_1_8,6:47:48,6:47:48,114,5,2602
1_PSCO_1_8,6:47:57,6:47:57,102,6,2654
1_PSCO_1_8,6:49:41,6:49:41,42,7,3229
1_PSCO_1_8,6:50:49,6:50:49,143,8,3606
1_PSCO_1_8,6:51:30,6:51:30,132,9,3836
1_PSCO_1_8,6:55:50,6:55:50,99,10,5280
1_PSCO_1_8,6:56:47,6:56:47,6,11,5595
1_PSCO_1_8,6:57:31,6:57:31,144,12,5841
1_PSCO_1_8,6:58:04,6:58:04,123,13,6023
1_PSCO_1_8,6:58:46,6:58:46,119,14,6259
1_PSCO_1_8,6:59:30,6:59:30,98,15,6506
1_PSCO_1_8,6:59:37,6:59:37,83,16,6543
1_PSCO_1_8,7:00:21,7:00:21,19,17,6787
1_PSCO_1_8,7:01:38,7:01:38,22,18,7216
1_PSCO_1_8,7:02:34,7:02:34,79,19,7528
1_PSCO_0_9,6:50:00,6:50:00,79,1,0
1_PSCO_0_9,6:50:56,6:50:56,22,2,312
1_PSCO_0_9,6:52:13,6:52:13,19,3,741
1_PSCO_0_9,6:52:57,6:52:57,83,4,986
1_PSCO_0_9,6:53:03,6:53:03,98,5,1022
1_PSCO_0_9,6:53:47,6:53:47,119,6,1269
1_PSCO_0_9,6:54:29,6:54:29,123,7,1505
1_PSCO_0_9,6:55:02,6:55:02,144,8,1687
1_PSCO_0_9,6:55:46,6:55:46,6,9,1933
1_PSCO_0_9,6:56:43,6:56:43,99,10,2248
1_PSCO_0_9,7:01:03,7:01:03,132,11,3692
1_PSCO_0_9,7:01:44,7:01:44,143,12,3922
1_PSCO_0_9,7:02:52,7:02:52,42,13,4299
1_PSCO_0_9,7:04:36,7:04:36,102,14,4874
1_PSCO_0_9,7:04:45,7:04:45,114,15,4926
1_PSCO_0_9,7:08:34,7:08:34,133,16,6198
1_PSCO_0_9,7:09:22,7:09:22,113,17,6467
1_PSCO_0_9,7:10:00,7:10:00,125,18,6679
1_PSCO_0_9,7:12:33,7:12:33,69,19,7528
1_PSCO_1_9,6:50:00,6:50:00,69,1,0
1_PSCO_1_9,6:52:33,6:52:33,125,2,849
1_PSCO_1_9,6:53:11,6:53:11,113,3,1061
1_PSCO_1_9,6:53:59,6:53:59,133,4,1330
1_PSCO_1_9,6:57:48,6:57:48,114,5,2602
1_PSCO_1_9,6:57:57,6:57:57,102,6,2654
1_PSCO_1_9,6:59:41,6:59:41,42,7,3229
1_PSCO_1_9,7:00:49,7:00:49,143,8,3606
1_PSCO_1_9,7:01:30,7:01:30,132,9,3836
1_PSCO_1_9,7:05:50,7:05:50,99,10,5280
1_PSCO_1_9,7:06:47,7:06:47,6,11,5595
1_PSCO_1_9,7:07:31,7:07:31,144,12,5841
1_PSCO_1_9,7:08:04,7:08:04,123,13,6023
1_PSCO_1_9,7:08:46,7:08:46,119,14,6259
1_PSCO_1_9,7:09:30,7:09:30,98,15,6506
1_PSCO_1_9,7:09:37,7:09:37,83,16,6543
1_PSCO_1_9,7:10:21,7:10:21,19,17,6787
1_PSCO_1_9,7:11:38,7:11:38,22,18,7216
1_PSCO_1_9,7:12:34,7:12:34,79,19,7528
1_PSCO_0_10,7:00:00,7:00:00,79,1,0
1_PSCO_0_10,7:00:56,7:00:56,22,2,312
1_PSCO_0_10,7:02:13,7:02:13,19,3,741
1_PSCO_0_10,7:02:57,7:02:57,83,4,986
1_PSCO_0_10,7:03:03,7:03:03,98,5,1022
1_PSCO_0_10,7:03:47,7:03:47,119,6,1269
1_PSCO_0_10,7:04:29,7:04:29,123,7,1505
1_PSCO_0_10,7:05:02,7:05:02,144,8,1687
1_PSCO_0_10,7:05:46,7:05:46,6,9,1933
1_PSCO_0_10,7:06:43,7:06:43,99,10,2248
1_PSCO_0_10,7:11:03,7:11:03,132,11,3692
1_PSCO_0_10,7:11:44,7:11:44,143,12,3922
1_PSCO_0_10,7:12:52,7:12:52,42,13,4299
1_PSCO_0_10,7:14:36,7:14:36,102,14,4874
1_PSCO_0_10,7:14:45,7:14:45,114,15,4926
1_PSCO_0_10,7:18:34,7:18:34,133,16,6198
1_PSCO_0_10,7:19:22,7:19:22,113,17,6467
1_PSCO_0_10,7:20:00,7:20:00,125,18,6679
1_PSCO_0_10,7:22:33,7:22:33,69,19,7528
1_PSCO_1_10,7:00:00,7:00:00,69,1,0
1_PSCO_1_10,7:02:33,7:02:33,125,2,849
1_PSCO_1_10,7:03:11,7:03:11,113,3,1061
1_PSCO_1_10,7:03:59,7:03:59,133,4,1330
1_PSCO_1_10,7:07:48,7:07:48,114,5,2602
1_PSCO_1_10,7:07:57,7:07:57,102,6,2654
1_PSCO_1_10,7:09:41,7:09:41,42,7,3229
1_PSCO_1_10,7:10:49,7:10:49,143,8,3606
1_PSCO_1_10,7:11:30,7:11:30,132,9,3836
1_PSCO_1_10,7:15:50,7:15:50,99,10,5280
1_PSCO_1_10,7:16:47,7:16:47,6,11,5595
1_PSCO_1_10,7:17:31,7:17:31,144,12,5841
1_PSCO_1_10,7:18:04,7:18:04,123,13,6023
1_PSCO_1_10,7:18:46,7:18:46,119,14,6259
1_PSCO_1_10,7:19:30,7:19:30,98,15,6506
1_PSCO_1_10,7:19:37,7:19:37,83,16,6543
1_PSCO_1_10,7:20:21,7:20:21,19,17,6787
1_PSCO_1_10,7:21:38,7:21:38,22,18,7216
1_PSCO_1_10,7:22:34,7:22:34,79,19,7528
1_PSCO_0_11,7:10:00,7:10:00,79,1,0
1_PSCO_0_11,7:10:56,7:10:56,22,2,312
1_PSCO_0_11,7:12:13,7:12:13,19,3,741
1_PSCO_0_11,7:12:57,7:12:57,83,4,986
1_PSCO_0_11,7:13:03,7:13:03,98,5,1022
1_PSCO_0_11,7:13:47,7:13:47,119,6,1269
1_PSCO_0_11,7:14:29,7:14:29,123,7,1505
1_PSCO_0_11,7:15:02,7:15:02,144,8,1687
1_PSCO_0_11,7:15:46,7:15:46,6,9,1933
1_PSCO_0_11,7:16:43,7:16:43,99,10,2248
1_PSCO_0_11,7:21:03,7:21:03,132,11,3692
1_PSCO_0_11,7:21:44,7:21:44,143,12,3922
1_PSCO_0_11,7:22:52,7:22:52,42,13,4299
1_PSCO_0_11,7:24:36,7:24:36,102,14,4874
1_PSCO_0_11,7:24:45,7:24:45,114,15,4926
1_PSCO_0_11,7:28:34,7:28:34,133,16,6198
1_PSCO_0_11,7:29:22,7:29:22,113,17,6467
1_PSCO_0_11,7:30:00,7:30:00,125,18,6679
1_PSCO_0_11,7:32:33,7:32:33,69,19,7528
1_PSCO_1_11,7:10:00,7:10:00,69,1,0
1_PSCO_1_11,7:12:33,7:12:33,125,2,849
1_PSCO_1_11,7:13:11,7:13:11,113,3,1061
1_PSCO_1_11,7:13:59,7:13:59,133,4,1330
1_PSCO_1_11,7:17:48,7:17:48,114,5,2602
1_PSCO_1_11,7:17:57,7:17:57,102,6,2654
1_PSCO_1_11,7:19:41,7:19:41,42,7,3229
1_PSCO_1_11,7:20:49,7:20:49,143,8,3606
1_PSCO_1_11,7:21:30,7:21:30,132,9,3836
1_PSCO_1_11,7:25:50,7:25:50,99,10,5280
1_PSCO_1_11,7:26:47,7:26:47,6,11,5595
1_PSCO_1_11,7:27:31,7:27:31,144,12,5841
1_PSCO_1_11,7:28:04,7:28:04,123,13,6023
1_PSCO_1_11,7:28:46,7:28:46,119,14,6259
1_PSCO_1_11,7:29:30,7:29:30,98,15,6506
1_PSCO_1_11,7:29:37,7:29:37,83,16,6543
1_PSCO_1_11,7:30:21,7:30:21,19,17,6787
1_PSCO_1_11,7:31:38,7:31:38,22,18,7216
1_PSCO_1_11,7:32:34,7:32:34,79,19,7528
1_PSCO_0_12,7:20:00,7:20:00,79,1,0
1_PSCO_0_12,7:20:56,7:20:56,22,2,312
1_PSCO_0_12,7:22:13,7:22:13,19,3,741
1_PSCO_0_12,7:22:57,7:22:57,83,4,986
1_PSCO_0_12,7:23:03,7:23:03,98,5,1022
1_PSCO_0_12,7:23:47,7:23:47,119,6,1269
1_PSCO_0_12,7:24:29,7:24:29,123,7,1505
1_PSCO_0_12,7:25:02,7:25:02,144,8,1687
1_PSCO_0_12,7:25:46,7:25:46,6,9,1933
1_PSCO_0_12,7:26:43,7:26:43,99,10,2248
1_PSCO_0_12,7:31:03,7:31:03,132,11,3692
1_PSCO_0_12,7:31:44,7:31:44,143,12,3922
1_PSCO_0_12,7:32:52,7:32:52,42,13,4299
1_PSCO_0_12,7:34:36,7:34:36,102,14,4874
1_PSCO_0_12,7:34:45,7:34:45,114,15,4926
1_PSCO_0_12,7:38:34,7:38:34,133,16,6198
1_PSCO_0_12,7:39:22,7:39:22,113,17,6467
1_PSCO_0_12,7:40:00,7:40:00,125,18,6679
1_PSCO_0_12,7:42:33,7:42:33,69,19,7528
1_PSCO_1_12,7:20:00,7:20:00,69,1,0
1_PSCO_1_12,7:22:33,7:22:33,125,2,849
1_PSCO_1_12,7:23:11,7:23:11,113,3,1061
1_PSCO_1_12,7:23:59,7:23:59,133,4,1330
1_PSCO_1_12,7:27:48,7:27:48,114,5,2602
1_PSCO_1_12,7:27:57,7:27:57,102,6,2654
1_PSCO_1_12,7:29:41,7:29:41,42,7,3229
1_PSCO_1_12,7:30:49,7:30:49,143,8,3606
1_PSCO_1_12,7:31:30,7:31:30,132,9,3836
1_PSCO_1_12,7:35:50,7:35:50,99,10,5280
1_PSCO_1_12,7:36:47,7:36:47,6,11,5595
1_PSCO_1_12,7:37:31,7:37:31,144,12,5841
1_PSCO_1_12,7:38:04,7:38:04,123,13,6023
1_PSCO_1_12,7:38:46,7:38:46,119,14,6259
1_PSCO_1_12,7:39:30,7:39:30,98,15,6506
1_PSCO_1_12,7:39:37,7:39:37,83,16,6543
1_PSCO_1_12,7:40:21,7:40:21,19,17,6787
1_PSCO_1_12,7:41:38,7:41:38,22,18,7216
1_PSCO_1_12,7:42:34,7:42:34,79,19,7528
1_PSCO_0_13,7:30:00,7:30:00,79,1,0
1_PSCO_0_13,7:30:56,7:30:56,22,2,312
1_PSCO_0_13,7:32:13,7:32:13,19,3,741
1_PSCO_0_13,7:32:57,7:32:57,83,4,986
1_PSCO_0_13,7:33:03,7:33:03,98,5,1022
1_PSCO_0_13,7:33:47,7:33:47,119,6,1269
1_PSCO_0_13,7:34:29,7:34:29,123,7,1505
1_PSCO_0_13,7:35:02,7:35:02,144,8,1687
1_PSCO_0_13,7:35:46,7:35:46,6,9,1933
1_PSCO_0_13,7:36:43,7:36:43,99,10,2248
1_PSCO_0_13,7:41:03,7:41:03,132,11,3692
