trip_id,arrival_time,departure_time,stop_id,stop_sequence,shape_dist_traveled
3_PSCO_1_20,12:22:30,12:22:30,38,4,834
3_PSCO_1_20,12:23:17,12:23:17,41,5,1097
3_PSCO_1_20,12:25:40,12:25:40,114,6,1893
3_PSCO_1_20,12:25:49,12:25:49,102,7,1945
3_PSCO_1_20,12:26:52,12:26:52,131,8,2295
3_PSCO_1_20,12:27:27,12:27:27,87,9,2490
3_PSCO_1_20,12:27:45,12:27:45,142,10,2590
3_PSCO_1_20,12:28:22,12:28:22,23,11,2793
3_PSCO_1_20,12:30:26,12:30:26,12,12,3480
3_PSCO_1_20,12:32:14,12:32:14,1,13,4078
3_PSCO_1_20,12:32:18,12:32:18,129,14,4100
3_PSCO_1_20,12:33:02,12:33:02,119,15,4344
3_PSCO_1_20,12:33:46,12:33:46,67,16,4588
3_PSCO_1_20,12:34:43,12:34:43,70,17,4904
3_PSCO_0_21,12:40:00,12:40:00,70,1,0
3_PSCO_0_21,12:40:57,12:40:57,67,2,316
3_PSCO_0_21,12:41:41,12:41:41,119,3,560
3_PSCO_0_21,12:42:25,12:42:25,129,4,804
3_PSCO_0_21,12:42:29,12:42:29,1,5,825
3_PSCO_0_21,12:44:17,12:44:17,12,6,1424
3_PSCO_0_21,12:46:20,12:46:20,23,7,2110
3_PSCO_0_21,12:46:57,12:46:57,142,8,2313
3_PSCO_0_21,12:47:15,12:47:15,87,9,2414
3_PSCO_0_21,12:47:50,12:47:50,131,10,2609
3_PSCO_0_21,12:48:53,12:48:53,102,11,2959
3_PSCO_0_21,12:49:02,12:49:02,114,12,3010
3_PSCO_0_21,12:51:25,12:51:25,41,13,3807
3_PSCO_0_21,12:52:12,12:52:12,38,14,4070
3_PSCO_0_21,12:53:11,12:53:11,136,15,4398
3_PSCO_0_21,12:53:53,12:53:53,40,16,4631
3_PSCO_0_21,12:54:42,12:54:42,8,17,4904
3_PSCO_1_21,12:40:00,12:40:00,8,1,0
3_PSCO_1_21,12:40:49,12:40:49,40,2,273
3_PSCO_1_21,12:41:31,12:41:31,136,3,505
3_PSCO_1_21,12:42:30,12:42:30,38,4,834
3_PSCO_1_21,12:43:17,12:43:17,41,5,1097
3_PSCO_1_21,12:45:40,12:45:40,114,6,1893
3_PSCO_1_21,12:45:49,12:45:49,102,7,1945
3_PSCO_1_21,12:46:52,12:46:52,131,8,2295
3_PSCO_1_21,12:47:27,12:47:27,87,9,2490
3_PSCO_1_21,12:47:45,12:47:45,142,10,2590
3_PSCO_1_21,12:48:22,12:48:22,23,11,2793
3_PSCO_1_21,12:50:26,12:50:26,12,12,3480
3_PSCO_1_21,12:52:14,12:52:14,1,13,4078
3_PSCO_1_21,12:52:18,12:52:18,129,14,4100
3_PSCO_1_21,12:53:02,12:53:02,119,15,4344
3_PSCO_1_21,12:53:46,12:53:46,67,16,4588
3_PSCO_1_21,12:54:43,12:54:43,70,17,4904
3_PSCO_0_22,13:00:00,13:00:00,70,1,0
3_PSCO_0_22,13:00:57,13:00:57,67,2,316
3_PSCO_0_22,13:01:41,13:01:41,119,3,560
3_PSCO_0_22,13:02:25,13:02:25,129,4,804
3_PSCO_0_22,13:02:29,13:02:29,1,5,825
3_PSCO_0_22,13:04:17,13:04:17,12,6,1424
3_PSCO_0_22,13:06:20,13:06:20,23,7,2110
3_PSCO_0_22,13:06:57,13:06:57,142,8,2313
3_PSCO_0_22,13:07:15,13:07:15,87,9,2414
3_PSCO_0_22,13:07:50,13:07:50,131,10,2609
3_PSCO_0_22,13:08:53,13:08:53,102,11,2959
3_PSCO_0_22,13:09:02,13:09:02,114,12,3010
3_PSCO_0_22,13:11:25,13:11:25,41,13,3807
3_PSCO_0_22,13:12:12,13:12:12,38,14,4070
3_PSCO_0_22,13:13:11,13:13:11,136,15,4398
3_PSCO_0_22,13:13:53,13:13:53,40,16,4631
3_PSCO_0_22,13:14:42,13:14:42,8,17,4904
3_PSCO_1_22,13:00:00,13:00:00,8,1,0
3_PSCO_1_22,13:00:49,13:00:49,40,2,273
3_PSCO_1_22,13:01:31,13:01:31,136,3,505
3_PSCO_1_22,13:02:30,13:02:30,38,4,834
3_PSCO_1_22,13:03:17,13:03:17,41,5,1097
3_PSCO_1_22,13:05:40,13:05:40,114,6,1893
3_PSCO_1_22,13:05:49,13:05:49,102,7,1945
3_PSCO_1_22,13:06:52,13:06:52,131,8,2295
3_PSCO_1_22,13:07:27,13:07:27,87,9,2490
3_PSCO_1_22,13:07:45,13:07:45,142,10,2590
3_PSCO_1_22,13:08:22,13:08:22,23,11,2793
3_PSCO_1_22,13:10:26,13:10:26,12,12,3480
3_PSCO_1_22,13:12:14,13:12:14,1,13,4078
3_PSCO_1_22,13:12:18,13:12:18,129,14,4100
3_PSCO_1_22,13:13:02,13:13:02,119,15,4344
3_PSCO_1_22,13:13:46,13:13:46,67,16,4588
3_PSCO_1_22,13:14:43,13:14:43,70,17,4904
3_PSCO_0_23,13:20:00,13:20:00,70,1,0
3_PSCO_0_23,13:20:57,13:20:57,67,2,316
3_PSCO_0_23,13:21:41,13:21:41,119,3,560
3_PSCO_0_23,13:22:25,13:22:25,129,4,804
3_PSCO_0_23,13:22:29,13:22:29,1,5,825
3_PSCO_0_23,13:24:17,13:24:17,12,6,1424
3_PSCO_0_23,13:26:20,13:26:20,23,7,2110
3_PSCO_0_23,13:26:57,13:26:57,142,8,2313
3_PSCO_0_23,13:27:15,13:27:15,87,9,2414
3_PSCO_0_23,13:27:50,13:27:50,131,10,2609
3_PSCO_0_23,13:28:53,13:28:53,102,11,2959
3_PSCO_0_23,13:29:02,13:29:02,114,12,3010
3_PSCO_0_23,13:31:25,13:31:25,41,13,3807
3_PSCO_0_23,13:32:12,13:32:12,38,14,4070
3_PSCO_0_23,13:33:11,13:33:11,136,15,4398
3_PSCO_0_23,13:33:53,13:33:53,40,16,4631
3_PSCO_0_23,13:34:42,13:34:42,8,17,4904
3_PSCO_1_23,13:20:00,13:20:00,8,1,0
3_PSCO_1_23,13:20:49,13:20:49,40,2,273
3_PSCO_1_23,13:21:31,13:21:31,136,3,505
3_PSCO_1_23,13:22:30,13:22:30,38,4,834
3_PSCO_1_23,13:23:17,13:23:17,41,5,1097
3_PSCO_1_23,13:25:40,13:25:40,114,6,1893
3_PSCO_1_23,13:25:49,13:25:49,102,7,1945
3_PSCO_1_23,13:26:52,13:26:52,131,8,2295
3_PSCO_1_23,13:27:27,13:27:27,87,9,2490
3_PSCO_1_23,13:27:45,13:27:45,142,10,2590
3_PSCO_1_23,13:28:22,13:28:22,23,11,2793
3_PSCO_1_23,13:30:26,13:30:26,12,12,3480
3_PSCO_1_23,13:32:14,13:32:14,1,13,4078
3_PSCO_1_23,13:32:18,13:32:18,129,14,4100
3_PSCO_1_23,13:33:02,13:33:02,119,15,4344
3_PSCO_1_23,13:33:46,13:33:46,67,16,4588
3_PSCO_1_23,13:34:43,13:34:43,70,17,4904
3_PSCO_0_24,13:40:00,13:40:00,70,1,0
3_PSCO_0_24,13:40:57,13:40:57,67,2,316
3_PSCO_0_24,13:41:41,13:41:41,119,3,560
3_PSCO_0_24,13:42:25,13:42:25,129,4,804
3_PSCO_0_24,13:42:29,13:42:29,1,5,825
3_PSCO_0_24,13:44:17,13:44:17,12,6,1424
3_PSCO_0_24,13:46:20,13:46:20,23,7,2110
3_PSCO_0_24,13:46:57,13:46:57,142,8,2313
3_PSCO_0_24,13:47:15,13:47:15,87,9,2414
3_PSCO_0_24,13:47:50,13:47:50,131,10,2609
3_PSCO_0_24,13:48:53,13:48:53,102,11,2959
3_PSCO_0_24,13:49:02,13:49:02,114,12,3010
3_PSCO_0_24,13:51:25,13:51:25,41,13,3807
3_PSCO_0_24,13:52:12,13:52:12,38,14,4070
3_PSCO_0_24,13:53:11,13:53:11,136,15,4398
3_PSCO_0_24,13:53:53,13:53:53,40,16,4631
3_PSCO_0_24,13:54:42,13:54:42,8,17,4904
3_PSCO_1_24,13:40:00,13:40:00,8,1,0
3_PSCO_1_24,13:40:49,13:40:49,40,2,273
3_PSCO_1_24,13:41:31,13:41:31,136,3,505
3_PSCO_1_24,13:42:30,13:42:30,38,4,834
3_PSCO_1_24,13:43:17,13:43:17,41,5,1097
3_PSCO_1_24,13:45:40,13:45:40,114,6,1893
3_PSCO_1_24,13:45:49,13:45:49,102,7,1945
3_PSCO_1_24,13:46:52,13:46:52,131,8,2295
3_PSCO_1_24,13:47:27,13:47:27,87,9,2490
3_PSCO_1_24,13:47:45,13:47:45,142,10,2590
3_PSCO_1_24,13:48:22,13:48:22,23,11,2793
3_PSCO_1_24,13:50:26,13:50:26,12,12,3480
3_PSCO_1_24,13:52:14,13:52:14,1,13,4078
3_PSCO_1_24,13:52:18,13:52:18,129,14,4100
3_PSCO_1_24,13:53:02,13:53:02,119,15,4344
3_PSCO_1_24,13:53:46,13:53:46,67,16,4588
3_PSCO_1_24,13:54:43,13:54:43,70,17,4904
3_PSCO_0_25,14:00:00,14:00:00,70,1,0
3_PSCO_0_25,14:00:57,14:00:57,67,2,316
3_PSCO_0_25,14:01:41,14:01:41,119,3,560
3_PSCO_0_25,14:02:25,14:02:25,129,4,804
3_PSCO_0_25,14:02:29,14:02:29,1,5,825
3_PSCO_0_25,14:04:17,14:04:17,12,6,1424
3_PSCO_0_25,14:06:20,14:06:20,23,7,2110
3_PSCO_0_25,14:06:57,14:06:57,142,8,2313
3_PSCO_0_25,14:07:15,14:07:15,87,9,2414
3_PSCO_0_25,14:07:50,14:07:50,131,10,2609
3_PSCO_0_25,14:08:53,14:08:53,102,11,2959
3_PSCO_0_25,14:09:02,14:09:02,114,12,3010
3_PSCO_0_25,14:11:25,14:11:25,41,13,3807
3_PSCO_0_25,14:12:12,14:12:12,38,14,4070
3_PSCO_0_25,14:13:11,14:13:11,136,15,4398
3_PSCO_0_25,14:13:53,14:13:53,40,16,4631
3_PSCO_0_25,14:14:42,14:14:42,8,17,4904
3_PSCO_1_25,14:00:00,14:00:00,8,1,0
3_PSCO_1_25,14:00:49,14:00:49,40,2,273
3_PSCO_1_25,14:01:31,14:01:31,136,3,505
3_PSCO_1_25,14:02:30,14:02:30,38,4,834
3_PSCO_1_25,14:03:17,14:03:17,41,5,1097
3_PSCO_1_25,14:05:40,14:05:40,114,6,1893
3_PSCO_1_25,14:05:49,14:05:49,102,7,1945
3_PSCO_1_25,14:06:52,14:06:52,131,8,2295
3_PSCO_1_25,14:07:27,14:07:27,87,9,2490
3_PSCO_1_25,14:07:45,14:07:45,142,10,2590
3_PSCO_1_25,14:08:22,14:08:22,23,11,2793
3_PSCO_1_25,14:10:26,14:10:26,12,12,3480
3_PSCO_1_25,14:12:14,14:12:14,1,13,4078
3_PSCO_1_25,14:12:18,14:12:18,129,14,4100
3_PSCO_1_25,14:13:02,14:13:02,119,15,4344
3_PSCO_1_25,14:13:46,14:13:46,67,16,4588
3_PSCO_1_25,14:14:43,14:14:43,70,17,4904
3_PSCO_0_26,14:20:00,14:20:00,70,1,0
3_PSCO_0_26,14:20:57,14:20:57,67,2,316
3_PSCO_0_26,14:21:41,14:21:41,119,3,560
3_PSCO_0_26,14:22:25,14:22:25,129,4,804
3_PSCO_0_26,14:22:29,14:22:29,1,5,825
3_PSCO_0_26,14:24:17,14:24:17,12,6,1424
3_PSCO_0_26,14:26:20,14:26:20,23,7,2110
3_PSCO_0_26,14:26:57,14:26:57,142,8,2313
3_PSCO_0_26,14:27:15,14:27:15,87,9,2414
3_PSCO_0_26,14:27:50,14:27:50,131,10,2609
3_PSCO_0_26,14:28:53,14:28:53,102,11,2959
3_PSCO_0_26,14:29:02,14:29:02,114,12,3010
3_PSCO_0_26,14:31:25,14:31:25,41,13,3807
3_PSCO_0_26,14:32:12,14:32:12,38,14,4070
3_PSCO_0_26,14:33:11,14:33:11,136,15,4398
3_PSCO_0_26,14:33:53,14:33:53,40,16,4631
3_PSCO_0_26,14:34:42,14:34:42,8,17,4904
3_PSCO_1_26,14:20:00,14:20:00,8,1,0
3_PSCO_1_26,14:20:49,14:20:49,40,2,273
3_PSCO_1_26,14:21:31,14:21:31,136,3,505
3_PSCO_1_26,14:22:30,14:22:30,38,4,834
3_PSCO_1_26,14:23:17,14:23:17,41,5,1097
3_PSCO_1_26,14:25:40,14:25:40,114,6,1893
3_PSCO_1_26,14:25:49,14:25:49,102,7,1945
3_PSCO_1_26,14:26:52,14:26:52,131,8,2295
3_PSCO_1_26,14:27:27,14:27:27,87,9,2490
3_PSCO_1_26,14:27:45,14:27:45,142,10,2590
3_PSCO_1_26,14:28:22,14:28:22,23,11,2793
3_PSCO_1_26,14:30:26,14:30:26,12,12,3480
3_PSCO_1_26,14:32:14,14:32:14,1,13,4078
3_PSCO_1_26,14:32:18,14:32:18,129,14,4100
3_PSCO_1_26,14:33:02,14:33:02,119,15,4344
3_PSCO_1_26,14:33:46,14:33:46,67,16,4588
3_PSCO_1_26,14:34:43,14:34:43,70,17,4904
3_PSCO_0_27,14:40:00,14:40:00,70,1,0
3_PSCO_0_27,14:40:57,14:40:57,67,2,316
3_PSCO_0_27,14:41:41,14:41:41,119,3,560
3_PSCO_0_27,14:42:25,14:42:25,129,4,804
3_PSCO_0_27,14:42:29,14:42:29,1,5,825
3_PSCO_0_27,14:44:17,14:44:17,12,6,1424
3_PSCO_0_27,14:46:20,14:46:20,23,7,2110
3_PSCO_0_27,14:46:57,14:46:57,142,8,2313
3_PSCO_0_27,14:47:15,14:47:15,87,9,2414
3_PSCO_0_27,14:47:50,14:47:50,131,10,2609
3_PSCO_0_27,14:48:53,14:48:53,102,11,2959
3_PSCO_0_27,14:49:02,14:49:02,114,12,3010
3_PSCO_0_27,14:51:25,14:51:25,41,13,3807
3_PSCO_0_27,14:52:12,14:52:12,38,14,4070
3_PSCO_0_27,14:53:11,14:53:11,136,15,4398
3_PSCO_0_27,14:53:53,14:53:53,40,16,4631
3_PSCO_0_27,14:54:42,14:54:42,8,17,4904
3_PSCO_1_27,14:40:00,14:40:00,8,1,0
3_PSCO_1_27,14:40:49,14:40:49,40,2,273
3_PSCO_1_27,14:41:31,14:41:31,136,3,505
3_PSCO_1_27,14:42:30,14:42:30,38,4,834
3_PSCO_1_27,14:43:17,14:43:17,41,5,1097
3_PSCO_1_27,14:45:40,14:45:40,114,6,1893
3_PSCO_1_27,14:45:49,14:45:49,102,7,1945
3_PSCO_1_27,14:46:52,14:46:52,131,8,2295
3_PSCO_1_27,14:47:27,14:47:27,87,9,2490
3_PSCO_1_27,14:47:45,14:47:45,142,10,2590
3_PSCO_1_27,14:48:22,14:48:22,23,11,2793
3_PSCO_1_27,14:50:26,14:50:26,12,12,3480
3_PSCO_1_27,14:52:14,14:52:14,1,13,4078
3_PSCO_1_27,14:52:18,14:52:18,129,14,4100
3_PSCO_1_27,14:53:02,14:53:02,119,15,4344
3_PSCO_1_27,14:53:46,14:53:46,67,16,4588
3_PSCO_1_27,14:54:43,14:54:43,70,17,4904
3_PSCO_0_28,15:00:00,15:00:00,70,1,0
3_PSCO_0_28,15:00:57,15:00:57,67,2,316
3_PSCO_0_28,15:01:41,15:01:41,119,3,560
3_PSCO_0_28,15:02:25,15:02:25,129,4,804
3_PSCO_0_28,15:02:29,15:02:29,1,5,825
3_PSCO_0_28,15:04:17,15:04:17,12,6,1424
3_PSCO_0_28,15:06:20,15:06:20,23,7,2110
3_PSCO_0_28,15:06:57,15:06:57,142,8,2313
3_PSCO_0_28,15:07:15,15:07:15,87,9,2414
3_PSCO_0_28,15:07:50,15:07:50,131,10,2609
3_PSCO_0_28,15:08:53,15:08:53,102,11,2959
3_PSCO_0_28,15:09:02,15:09:02,114,12,3010
3_PSCO_0_28,15:11:25,15:11:25,41,13,3807
3_PSCO_0_28,15:12:12,15:12:12,38,14,4070
3_PSCO_0_28,15:13:11,15:13:11,136,15,4398
3_PSCO_0_28,15:13:53,15:13:53,40,16,4631
3_PSCO_0_28,15:14:42,15:14:42,8,17,4904
3_PSCO_1_28,15:00:00,15:00:00,8,1,0
3_PSCO_1_28,15:00:49,15:00:49,40,2,273
3_PSCO_1_28,15:01:31,15:01:31,136,3,505
3_PSCO_1_28,15:02:30,15:02:30,38,4,834
3_PSCO_1_28,15:03:17,15:03:17,41,5,1097
3_PSCO_1_28,15:05:40,15:05:40,114,6,1893
3_PSCO_1_28,15:05:49,15:05:49,102,7,1945
3_PSCO_1_28,15:06:52,15:06:52,131,8,2295
3_PSCO_1_28,15:07:27,15:07:27,87,9,2490
3_PSCO_1_28,15:07:45,15:07:45,142,10,2590
3_PSCO_1_28,15:08:22,15:08:22,23,11,2793
3_PSCO_1_28,15:10:26,15:10:26,12,12,3480
3_PSCO_1_28,15:12:14,15:12:14,1,13,4078
3_PSCO_1_28,15:12:18,15:12:18,129,14,4100
3_PSCO_1_28,15:13:02,15:13:02,119,15,4344
3_PSCO_1_28,15:13:46,15:13:46,67,16,4588
3_PSCO_1_28,15:14:43,15:14:43,70,17,4904
3_PSCO_0_29,15:20:00,15:20:00,70,1,0
3_PSCO_0_29,15:20:57,15:20:57,67,2,316
3_PSCO_0_29,15:21:41,15:21:41,119,3,560
3_PSCO_0_29,15:22:25,15:22:25,129,4,804
3_PSCO_0_29,15:22:29,15:22:29,1,5,825
3_PSCO_0_29,15:24:17,15:24:17,12,6,1424
3_PSCO_0_29,15:26:20,15:26:20,23,7,2110
3_PSCO_0_29,15:26:57,15:26:57,142,8,2313
3_PSCO_0_29,15:27:15,15:27:15,87,9,2414
3_PSCO_0_29,15:27:50,15:27:50,131,10,2609
3_PSCO_0_29,15:28:53,15:28:53,102,11,2959
3_PSCO_0_29,15:29:02,15:29:02,114,12,3010
3_PSCO_0_29,15:31:25,15:31:25,41,13,3807
3_PSCO_0_29,15:32:12,15:32:12,38,14,4070
3_PSCO_0_29,15:33:11,15:33:11,136,15,4398
3_PSCO_0_29,15:33:53,15:33:53,40,16,4631
3_PSCO_0_29,15:34:42,15:34:42,8,17,4904
3_PSCO_1_29,15:20:00,15:20:00,8,1,0
3_PSCO_1_29,15:20:49,15:20:49,40,2,273
3_PSCO_1_29,15:21:31,15:21:31,136,3,505
3_PSCO_1_29,15:22:30,15:22:30,38,4,834
3_PSCO_1_29,15:23:17,15:23:17,41,5,1097
3_PSCO_1_29,15:25:40,15:25:40,114,6,1893
3_PSCO_1_29,15:25:49,15:25:49,102,7,1945
3_PSCO_1_29,15:26:52,15:26:52,131,8,2295
3_PSCO_1_29,15:27:27,15:27:27,87,9,2490
3_PSCO_1_29,15:27:45,15:27:45,142,10,2590
3_PSCO_1_29,15:28:22,15:28:22,23,11,2793
3_PSCO_1_29,15:30:26,15:30:26,12,12,3480
3_PSCO_1_29,15:32:14,15:32:14,1,13,4078
3_PSCO_1_29,15:32:18,15:32:18,129,14,4100
3_PSCO_1_29,15:33:02,15:33:02,119,15,4344
3_PSCO_1_29,15:33:46,15:33:46,67,16,4588
3_PSCO_1_29,15:34:43,15:34:43,70,17,4904
3_PSCO_0_30,15:40:00,15:40:00,70,1,0
3_PSCO_0_30,15:40:57,15:40:57,67,2,316
3_PSCO_0_30,15:41:41,15:41:41,119,3,560
3_PSCO_0_30,15:42:25,15:42:25,129,4,804
3_PSCO_0_30,15:42:29,15:42:29,1,5,825
3_PSCO_0_30,15:44:17,15:44:17,12,6,1424
3_PSCO_0_30,15:46:20,15:46:20,23,7,2110
3_PSCO_0_30,15:46:57,15:46:57,142,8,2313
3_PSCO_0_30,15:47:15,15:47:15,87,9,2414
3_PSCO_0_30,15:47:50,15:47:50,131,10,2609
3_PSCO_0_30,15:48:53,15:48:53,102,11,2959
3_PSCO_0_30,15:49:02,15:49:02,114,12,3010
3_PSCO_0_30,15:51:25,15:51:25,41,13,3807
3_PSCO_0_30,15:52:12,15:52:12,38,14,4070
3_PSCO_0_30,15:53:11,15:53:11,136,15,4398
3_PSCO_0_30,15:53:53,15:53:53,40,16,4631
3_PSCO_0_30,15:54:42,15:54:42,8,17,4904
3_PSCO_1_30,15:40:00,15:40:00,8,1,0
3_PSCO_1_30,15:40:49,15:40:49,40,2,273
3_PSCO_1_30,15:41:31,15:41:31,136,3,505
3_PSCO_1_30,15:42:30,15:42:30,38,4,834
3_PSCO_1_30,15:43:17,15:43:17,41,5,1097
3_PSCO_1_30,15:45:40,15:45:40,114,6,1893
3_PSCO_1_30,15:45:49,15:45:49,102,7,1945
3_PSCO_1_30,15:46:52,15:46:52,131,8,2295
3_PSCO_1_30,15:47:27,15:47:27,87,9,2490
3_PSCO_1_30,15:47:45,15:47:45,142,10,2590
3_PSCO_1_30,15:48:22,15:48:22,23,11,2793
3_PSCO_1_30,15:50:26,15:50:26,12,12,3480
3_PSCO_1_30,15:52:14,15:52:14,1,13,4078
3_PSCO_1_30,15:52:18,15:52:18,129,14,4100
3_PSCO_1_30,15:53:02,15:53:02,119,15,4344
3_PSCO_1_30,15:53:46,15:53:46,67,16,4588
3_PSCO_1_30,15:54:43,15:54:43,70,17,4904
3_PSCO_0_31,16:00:00,16:00:00,70,1,0
3_PSCO_0_31,16:00:57,16:00:57,67,2,316
3_PSCO_0_31,16:01:41,16:01:41,119,3,560
3_PSCO_0_31,16:02:25,16:02:25,129,4,804
3_PSCO_0_31,16:02:29,16:02:29,1,5,825
3_PSCO_0_31,16:04:17,16:04:17,12,6,1424
3_PSCO_0_31,16:06:20,16:06:20,23,7,2110
3_PSCO_0_31,16:06:57,16:06:57,142,8,2313
3_PSCO_0_31,16:07:15,16:07:15,87,9,2414
3_PSCO_0_31,16:07:50,16:07:50,131,10,2609
3_PSCO_0_31,16:08:53,16:08:53,102,11,2959
3_PSCO_0_31,16:09:02,16:09:02,114,12,3010
3_PSCO_0_31,16:11:25,16:11:25,41,13,3807
3_PSCO_0_31,16:12:12,16:12:12,38,14,4070
3_PSCO_0_31,16:13:11,16:13:11,136,15,4398
3_PSCO_0_31,16:13:53,16:13:53,40,16,4631
3_PSCO_0_31,16:14:42,16:14:42,8,17,4904
3_PSCO_1_31,16:00:00,16:00:00,8,1,0
3_PSCO_1_31,16:00:49,16:00:49,40,2,273
3_PSCO_1_31,16:01:31,16:01:31,136,3,505
3_PSCO_1_31,16:02:30,16:02:30,38,4,834
3_PSCO_1_31,16:03:17,16:03:17,41,5,1097
3_PSCO_1_31,16:05:40,16:05:40,114,6,1893
3_PSCO_1_31,16:05:49,16:05:49,102,7,1945
3_PSCO_1_31,16:06:52,16:06:52,131,8,2295
3_PSCO_1_31,16:07:27,16:07:27,87,9,2490
3_PSCO_1_31,16:07:45,16:07:45,142,10,2590
3_PSCO_1_31,16:08:22,16:08:22,23,11,2793
3_PSCO_1_31,16:10:26,16:10:26,12,12,3480
3_PSCO_1_31,16:12:14,16:12:14,1,13,4078
3_PSCO_1_31,16:12:18,16:12:18,129,14,4100
3_PSCO_1_31,16:13:02,16:13:02,119,15,4344
3_PSCO_1_31,16:13:46,16:13:46,67,16,4588
3_PSCO_1_31,16:14:43,16:14:43,70,17,4904
3_PSCO_0_32,16:20:00,16:20:00,70,1,0
3_PSCO_0_32,16:20:57,16:20:57,67,2,316
3_PSCO_0_32,16:21:41,16:21:41,119,3,560
3_PSCO_0_32,16:22:25,16:22:25,129,4,804
3_PSCO_0_32,16:22:29,16:22:29,1,5,825
3_PSCO_0_32,16:24:17,16:24:17,12,6,1424
3_PSCO_0_32,16:26:20,16:26:20,23,7,2110
3_PSCO_0_32,16:26:57,16:26:57,142,8,2313
3_PSCO_0_32,16:27:15,16:27:15,87,9,2414
3_PSCO_0_32,16:27:50,16:27:50,131,10,2609
3_PSCO_0_32,16:28:53,16:28:53,102,11,2959
3_PSCO_0_32,16:29:02,16:29:02,114,12,3010
3_PSCO_0_32,16:31:25,16:31:25,41,13,3807
3_PSCO_0_32,16:32:12,16:32:12,38,14,4070
3_PSCO_0_32,16:33:11,16:33:11,136,15,4398
3_PSCO_0_32,16:33:53,16:33:53,40,16,4631
3_PSCO_0_32,16:34:42,16:34:42,8,17,4904
3_PSCO_1_32,16:20:00,16:20:00,8,1,0
3_PSCO_1_32,16:20:49,16:20:49,40,2,273
3_PSCO_1_32,16:21:31,16:21:31,136,3,505
3_PSCO_1_32,16:22:30,16:22:30,38,4,834
3_PSCO_1_32,16:23:17,16:23:17,41,5,1097
3_PSCO_1_32,16:25:40,16:25:40,114,6,1893
3_PSCO_1_32,16:25:49,16:25:49,102,7,1945
3_PSCO_1_32,16:26:52,16:26:52,131,8,2295
3_PSCO_1_32,16:27:27,16:27:27,87,9,2490
3_PSCO_1_32,16:27:45,16:27:45,142,10,2590
3_PSCO_1_32,16:28:22,16:28:22,23,11,2793
3_PSCO_1_32,16:30:26,16:30:26,12,12,3480
3_PSCO_1_32,16:32:14,16:32:14,1,13,4078
3_PSCO_1_32,16:32:18,16:32:18,129,14,4100
3_PSCO_1_32,16:33:02,16:33:02,119,15,4344
3_PSCO_1_32,16:33:46,16:33:46,67,16,4588
3_PSCO_1_32,16:34:43,16:34:43,70,17,4904
3_PSCO_0_33,16:40:00,16:40:00,70,1,0
3_PSCO_0_33,16:40:57,16:40:57,67,2,316
3_PSCO_0_33,16:41:41,16:41:41,119,3,560
3_PSCO_0_33,16:42:25,16:42:25,129,4,804
3_PSCO_0_33,16:42:29,16:42:29,1,5,825
3_PSCO_0_33,16:44:17,16:44:17,12,6,1424
3_PSCO_0_33,16:46:20,16:46:20,23,7,2110
3_PSCO_0_33,16:46:57,16:46:57,142,8,2313
3_PSCO_0_33,16:47:15,16:47:15,87,9,2414
3_PSCO_0_33,16:47:50,16:47:50,131,10,2609
3_PSCO_0_33,16:48:53,16:48:53,102,11,2959
3_PSCO_0_33,16:49:02,16:49:02,114,12,3010
3_PSCO_0_33,16:51:25,16:51:25,41,13,3807
3_PSCO_0_33,16:52:12,16:52:12,38,14,4070
3_PSCO_0_33,16:53:11,16:53:11,136,15,4398
3_PSCO_0_33,16:53:53,16:53:53,40,16,4631
3_PSCO_0_33,16:54:42,16:54:42,8,17,4904
3_PSCO_1_33,16:40:00,16:40:00,8,1,0
3_PSCO_1_33,16:40:49,16:40:49,40,2,273
3_PSCO_1_33,16:41:31,16:41:31,136,3,505
3_PSCO_1_33,16:42:30,16:42:30,38,4,834
3_PSCO_1_33,16:43:17,16:43:17,41,5,1097
3_PSCO_1_33,16:45:40,16:45:40,114,6,1893
3_PSCO_1_33,16:45:49,16:45:49,102,7,1945
3_PSCO_1_33,16:46:52,16:46:52,131,8,2295
3_PSCO_1_33,16:47:27,16:47:27,87,9,2490
3_PSCO_1_33,16:47:45,16:47:45,142,10,2590
3_PSCO_1_33,16:48:22,16:48:22,23,11,2793
3_PSCO_1_33,16:50:26,16:50:26,12,12,3480
3_PSCO_1_33,16:52:14,16:52:14,1,13,4078
3_PSCO_1_33,16:52:18,16:52:18,129,14,4100
3_PSCO_1_33,16:53:02,16:53:02,119,15,4344
3_PSCO_1_33,16:53:46,16:53:46,67,16,4588
3_PSCO_1_33,16:54:43,16:54:43,70,17,4904
3_PSCO_0_34,17:00:00,17:00:00,70,1,0
3_PSCO_0_34,17:00:57,17:00:57,67,2,316
3_PSCO_0_34,17:01:41,17:01:41,119,3,560
3_PSCO_0_34,17:02:25,17:02:25,129,4,804
3_PSCO_0_34,17:02:29,17:02:29,1,5,825
3_PSCO_0_34,17:04:17,17:04:17,12,6,1424
3_PSCO_0_34,17:06:20,17:06:20,23,7,2110
3_PSCO_0_34,17:06:57,17:06:57,142,8,2313
3_PSCO_0_34,17:07:15,17:07:15,87,9,2414
3_PSCO_0_34,17:07:50,17:07:50,131,10,2609
3_PSCO_0_34,17:08:53,17:08:53,102,11,2959
3_PSCO_0_34,17:09:02,17:09:02,114,12,3010
3_PSCO_0_34,17:11:25,17:11:25,41,13,3807
